COPIED	2681252	/home/jacobw/YTchannel/Videos/Projects/use_ai_to_manage_your_time_efficiently/narration/continuous.mp3
COPIED	1160142	/home/jacobw/YTchannel/Videos/Projects/use_ai_to_manage_your_time_efficiently/narration/hero_audio_slices/render_1bd250cc964b42ee8502f06110e3ca07.wav
COPIED	1160142	/home/jacobw/YTchannel/Videos/Projects/use_ai_to_manage_your_time_efficiently/narration/hero_audio_slices/render_7e9f394b64124ce286ddc2f6e7b0e2c3.wav
COPIED	1314318	/home/jacobw/YTchannel/Videos/Projects/use_ai_to_manage_your_time_efficiently/narration/hero_audio_slices/render_1f0a8066bb9c4c7780d84550babcdd29.wav
COPIED	1160240	/home/jacobw/YTchannel/Videos/Projects/use_ai_to_manage_your_time_efficiently/narration/hero_audio_slices/render_52b60969329f4aabaa6bb4f6fa348b6f.wav
COPIED	1316912	/home/jacobw/YTchannel/Videos/Projects/use_ai_to_manage_your_time_efficiently/narration/hero_audio_slices/render_9ad7bb2b9c254979b0128ad03f2c8c14.wav
COPIED	1316912	/home/jacobw/YTchannel/Videos/Projects/use_ai_to_manage_your_time_efficiently/narration/hero_audio_slices/render_cf491993ffcf41d690e0df110e7284b5.wav
COPIED	1316912	/home/jacobw/YTchannel/Videos/Projects/use_ai_to_manage_your_time_efficiently/narration/hero_audio_slices/render_e8a321c7b9db46adbd41ffe062fa790b.wav
COPIED	1348694	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_c9a92e038d2648688e58dab2b6c964b8.diagnostic_audio.wav
COPIED	12041305	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_c9a92e038d2648688e58dab2b6c964b8.mp4
COPIED	1061138	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_629d8be900d34a4ab128e1c1ba7842fa.diagnostic_audio.wav
COPIED	8040680	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_629d8be900d34a4ab128e1c1ba7842fa.mp4
COPIED	1061138	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_f3304823709a4339af78073ae3a67df4.diagnostic_audio.wav
COPIED	9827945	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_f3304823709a4339af78073ae3a67df4.mp4
COPIED	1061138	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_204b06cef4424cd8942f2a3d4e0fb4b8.diagnostic_audio.wav
COPIED	12267095	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_204b06cef4424cd8942f2a3d4e0fb4b8.mp4
COPIED	1061138	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_bc658d26fe4e486397cfd852f485b3e3.diagnostic_audio.wav
COPIED	8941002	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_bc658d26fe4e486397cfd852f485b3e3.mp4
COPIED	1161448	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_9daf37c4df45442bb796e9922130d57c.diagnostic_audio.wav
COPIED	2184388	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_9daf37c4df45442bb796e9922130d57c.mp4
COPIED	1161448	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_dd3e79ed8bc54b3f88e63e952613ce1e.diagnostic_audio.wav
COPIED	1956078	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_dd3e79ed8bc54b3f88e63e952613ce1e.mp4
COPIED	1161448	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_c3d1c9ad4add4e62b91e31ef6a08c764.diagnostic_audio.wav
COPIED	2001187	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_c3d1c9ad4add4e62b91e31ef6a08c764.mp4
COPIED	1348694	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_941080a7973f473393df1eb23160a03d.diagnostic_audio.wav
COPIED	16860830	/home/jacobw/YTchannel/assets/media/prod_58eba01e58fd43939feb518711a49576/pjob_941080a7973f473393df1eb23160a03d.mp4
